v4	I(R2)
1,102233826000107e+000	8,845913e-011
1,102310119900107e+000	8,845985e-011
1,102386413800107e+000	8,846048e-011
1,102462707700107e+000	8,845883e-011
1,102539001600107e+000	8,845914e-011
1,102615295500107e+000	8,845935e-011
1,102691589400107e+000	8,845945e-011
1,102767883300107e+000	8,845935e-011
1,102844177200107e+000	8,845907e-011
1,102920471100107e+000	8,845864e-011
1,102996765000107e+000	8,846015e-011
1,103073058900107e+000	8,845930e-011
1,103149352800108e+000	8,846048e-011
1,103225646700108e+000	8,845925e-011
1,103301940600108e+000	8,846002e-011
1,103378234500108e+000	8,846066e-011
1,103454528400108e+000	8,845893e-011
1,103530822300108e+000	8,845922e-011
1,103607116200108e+000	8,845932e-011
1,103683410100108e+000	8,845931e-011
1,103759704000108e+000	8,845915e-011
1,103835997900108e+000	8,845881e-011
1,103912291800108e+000	8,846055e-011
1,103988585700108e+000	8,846002e-011
1,104064879600109e+000	8,845934e-011
1,104141173500109e+000	8,846070e-011
1,104217467400109e+000	8,845971e-011
1,104293761300109e+000	8,845855e-011
1,104370055200109e+000	8,845939e-011
1,104446349100109e+000	8,846005e-011
1,104522643000109e+000	8,846055e-011
1,104598936900109e+000	8,845871e-011
1,104675230800109e+000	8,845890e-011
1,104751524700109e+000	8,845896e-011
1,104827818600109e+000	8,845884e-011
1,104904112500109e+000	8,845859e-011
1,104980406400109e+000	8,846031e-011
1,105056700300110e+000	8,845971e-011
1,105132994200110e+000	8,845893e-011
1,105209288100110e+000	8,846018e-011
1,105285582000110e+000	8,845909e-011
1,105361875900110e+000	8,846008e-011
1,105438169800110e+000	8,845876e-011
1,105514463700110e+000	8,845947e-011
1,105590757600110e+000	8,846001e-011
1,105667051500110e+000	8,846046e-011
1,105743345400110e+000	8,846080e-011
1,105819639300110e+000	8,845884e-011
1,105895933200110e+000	8,845891e-011
1,105972227100110e+000	8,845884e-011
1,106048521000111e+000	8,845865e-011
1,106124814900111e+000	8,846041e-011
1,106201108800111e+000	8,845978e-011
1,106277402700111e+000	8,845909e-011
1,106353696600111e+000	8,846039e-011
1,106429990500111e+000	8,845939e-011
1,106506284400111e+000	8,846034e-011
1,106582578300111e+000	8,845893e-011
1,106658872200111e+000	8,845955e-011
1,106735166100111e+000	8,845994e-011
1,106811460000111e+000	8,846017e-011
1,106887753900111e+000	8,846027e-011
1,106964047800112e+000	8,846016e-011
1,107040341700112e+000	8,845989e-011
1,107116635600112e+000	8,845941e-011
1,107192929500112e+000	8,845877e-011
1,107269223400112e+000	8,846009e-011
1,107345517300112e+000	8,845909e-011
1,107421811200112e+000	8,846009e-011
1,107498105100112e+000	8,845882e-011
1,107574399000112e+000	8,845958e-011
1,107650692900112e+000	8,846019e-011
1,107726986800112e+000	8,846061e-011
1,107803280700112e+000	8,845878e-011
1,107879574600112e+000	8,845900e-011
1,107955868500113e+000	8,845902e-011
1,108032162400113e+000	8,845883e-011
1,108108456300113e+000	8,846071e-011
1,108184750200113e+000	8,846023e-011
1,108261044100113e+000	8,845957e-011
1,108337338000113e+000	8,845874e-011
1,108413631900113e+000	8,845993e-011
1,108489925800113e+000	8,845884e-011
1,108566219700113e+000	8,845973e-011
1,108642513600113e+000	8,846046e-011
1,108718807500113e+000	8,845891e-011
1,108795101400113e+000	8,845935e-011
1,108871395300114e+000	8,845968e-011
1,108947689200114e+000	8,845982e-011
1,109023983100114e+000	8,845984e-011
1,109100277000114e+000	8,845970e-011
1,109176570900114e+000	8,845946e-011
1,109252864800114e+000	8,845908e-011
1,109329158700114e+000	8,846070e-011
1,109405452600114e+000	8,846004e-011
1,109481746500114e+000	8,845925e-011
1,109558040400114e+000	8,846045e-011
1,109634334300114e+000	8,845941e-011
1,109710628200114e+000	8,846043e-011
1,109786922100114e+000	8,845914e-011
1,109863216000115e+000	8,845986e-011
1,109939509900115e+000	8,846042e-011
1,110015803800115e+000	8,845873e-011
1,110092097700115e+000	8,845902e-011
1,110168391600115e+000	8,845914e-011
1,110244685500115e+000	8,845910e-011
1,110320979400115e+000	8,845892e-011
1,110397273300115e+000	8,845853e-011
1,110473567200115e+000	8,846014e-011
1,110549861100115e+000	8,845945e-011
1,110626155000115e+000	8,845857e-011
1,110702448900115e+000	8,845973e-011
1,110778742800116e+000	8,846071e-011
1,110855036700116e+000	8,845939e-011
1,110931330600116e+000	8,846007e-011
1,111007624500116e+000	8,846063e-011
1,111083918400116e+000	8,845887e-011
1,111160212300116e+000	8,845918e-011
1,111236506200116e+000	8,845939e-011
1,111312800100116e+000	8,845945e-011
1,111389094000116e+000	8,845935e-011
1,111465387900116e+000	8,845909e-011
1,111541681800116e+000	8,845867e-011
1,111617975700116e+000	8,846026e-011
1,111694269600116e+000	8,845952e-011
1,111770563500117e+000	8,845865e-011
1,111846857400117e+000	8,845972e-011
1,111923151300117e+000	8,846058e-011
1,111999445200117e+000	8,845920e-011
1,112075739100117e+000	8,845984e-011
1,112152033000117e+000	8,846034e-011
1,112228326900117e+000	8,846063e-011
1,112304620800117e+000	8,846074e-011
1,112380914700117e+000	8,846066e-011
1,112457208600117e+000	8,846042e-011
1,112533502500117e+000	8,846003e-011
1,112609796400117e+000	8,845950e-011
1,112686090300117e+000	8,845878e-011
1,112762384200118e+000	8,846003e-011
1,112838678100118e+000	8,845898e-011
1,112914972000118e+000	8,845990e-011
1,112991265900118e+000	8,846065e-011
1,113067559800118e+000	8,845911e-011
1,113143853700118e+000	8,845956e-011
1,113220147600118e+000	8,845989e-011
1,113296441500118e+000	8,846003e-011
1,113372735400118e+000	8,846006e-011
1,113449029300118e+000	8,845991e-011
1,113525323200118e+000	8,845964e-011
1,113601617100118e+000	8,845923e-011
1,113677911000119e+000	8,845873e-011
1,113754204900119e+000	8,846030e-011
1,113830498800119e+000	8,845957e-011
1,113906792700119e+000	8,845870e-011
1,113983086600119e+000	8,845983e-011
1,114059380500119e+000	8,845864e-011
1,114135674400119e+000	8,845947e-011
1,114211968300119e+000	8,846015e-011
1,114288262200119e+000	8,846068e-011
1,114364556100119e+000	8,845890e-011
1,114440850000119e+000	8,845917e-011
1,114517143900119e+000	8,845925e-011
1,114593437800119e+000	8,845914e-011
1,114669731700120e+000	8,845892e-011
1,114746025600120e+000	8,846066e-011
1,114822319500120e+000	8,846009e-011
1,114898613400120e+000	8,845928e-011
1,114974907300120e+000	8,846047e-011
1,115051201200120e+000	8,845936e-011
1,115127495100120e+000	8,846024e-011
1,115203789000120e+000	8,845882e-011
1,115280082900120e+000	8,845939e-011
1,115356376800120e+000	8,845986e-011
1,115432670700120e+000	8,846018e-011
1,115508964600120e+000	8,846032e-011
1,115585258500121e+000	8,846033e-011
1,115661552400121e+000	8,846018e-011
1,115737846300121e+000	8,845993e-011
1,115814140200121e+000	8,845955e-011
1,115890434100121e+000	8,845900e-011
1,115966728000121e+000	8,846054e-011
1,116043021900121e+000	8,845980e-011
1,116119315800121e+000	8,845892e-011
1,116195609700121e+000	8,846006e-011
1,116271903600121e+000	8,845888e-011
1,116348197500121e+000	8,845970e-011
1,116424491400121e+000	8,846036e-011
1,116500785300121e+000	8,845869e-011
1,116577079200122e+000	8,845904e-011
1,116653373100122e+000	8,845926e-011
1,116729667000122e+000	8,845927e-011
1,116805960900122e+000	8,845912e-011
1,116882254800122e+000	8,845882e-011
1,116958548700122e+000	8,846051e-011
1,117034842600122e+000	8,845988e-011
1,117111136500122e+000	8,845904e-011
1,117187430400122e+000	8,846023e-011
1,117263724300122e+000	8,845904e-011
1,117340018200122e+000	8,845989e-011
1,117416312100122e+000	8,846055e-011
1,117492606000123e+000	8,845893e-011
1,117568899900123e+000	8,845934e-011
1,117645193800123e+000	8,845958e-011
1,117721487700123e+000	8,845973e-011
1,117797781600123e+000	8,845976e-011
1,117874075500123e+000	8,845967e-011
1,117950369400123e+000	8,845944e-011
1,118026663300123e+000	8,845907e-011
1,118102957200123e+000	8,846072e-011
1,118179251100123e+000	8,846004e-011
1,118255545000123e+000	8,845921e-011
1,118331838900123e+000	8,846039e-011
1,118408132800123e+000	8,845925e-011
1,118484426700124e+000	8,846014e-011
1,118560720600124e+000	8,845872e-011
1,118637014500124e+000	8,845926e-011
1,118713308400124e+000	8,845962e-011
1,118789602300124e+000	8,845983e-011
1,118865896200124e+000	8,845991e-011
1,118942190100124e+000	8,845981e-011
1,119018484000124e+000	8,845954e-011
1,119094777900124e+000	8,845907e-011
1,119171071800124e+000	8,846059e-011
1,119247365700124e+000	8,845982e-011
1,119323659600124e+000	8,845887e-011
1,119399953500124e+000	8,845998e-011
1,119476247400125e+000	8,845878e-011
1,119552541300125e+000	8,845966e-011
1,119628835200125e+000	8,846041e-011
1,119705129100125e+000	8,845887e-011
1,119781423000125e+000	8,845932e-011
1,119857716900125e+000	8,845959e-011
1,119934010800125e+000	8,845978e-011
1,120010304700125e+000	8,845987e-011
1,120086598600125e+000	8,845975e-011
1,120162892500125e+000	8,845952e-011
1,120239186400125e+000	8,845918e-011
1,120315480300125e+000	8,845866e-011
1,120391774200126e+000	8,846012e-011
1,120468068100126e+000	8,845926e-011
1,120544362000126e+000	8,846043e-011
1,120620655900126e+000	8,845922e-011
1,120696949800126e+000	8,846000e-011
1,120773243700126e+000	8,846061e-011
1,120849537600126e+000	8,845893e-011
1,120925831500126e+000	8,845923e-011
1,121002125400126e+000	8,845939e-011
1,121078419300126e+000	8,845935e-011
1,121154713200126e+000	8,845918e-011
1,121231007100126e+000	8,845884e-011
1,121307301000126e+000	8,846058e-011
1,121383594900127e+000	8,846000e-011
1,121459888800127e+000	8,845926e-011
1,121536182700127e+000	8,846059e-011
1,121612476600127e+000	8,845962e-011
1,121688770500127e+000	8,846067e-011
1,121765064400127e+000	8,845946e-011
1,121841358300127e+000	8,846032e-011
1,121917652200127e+000	8,845888e-011
1,121993946100127e+000	8,845946e-011
1,122070240000127e+000	8,845989e-011
1,122146533900127e+000	8,846015e-011
1,122222827800127e+000	8,846023e-011
1,122299121700128e+000	8,846023e-011
1,122375415600128e+000	8,846012e-011
1,122451709500128e+000	8,845980e-011
1,122528003400128e+000	8,845937e-011
1,122604297300128e+000	8,845884e-011
1,122680591200128e+000	8,846027e-011
1,122756885100128e+000	8,845934e-011
1,122833179000128e+000	8,846038e-011
1,122909472900128e+000	8,845910e-011
1,122985766800128e+000	8,845984e-011
1,123062060700128e+000	8,846045e-011
1,123138354600128e+000	8,845868e-011
1,123214648500128e+000	8,845892e-011
1,123290942400129e+000	8,845904e-011
1,123367236300129e+000	8,845899e-011
1,123443530200129e+000	8,845883e-011
1,123519824100129e+000	8,846069e-011
1,123596118000129e+000	8,846029e-011
1,123672411900129e+000	8,845977e-011
1,123748705800129e+000	8,845907e-011
1,123824999700129e+000	8,846045e-011
1,123901293600129e+000	8,845952e-011
1,123977587500129e+000	8,846061e-011
1,124053881400129e+000	8,845944e-011
1,124130175300129e+000	8,846032e-011
1,124206469200130e+000	8,845889e-011
1,124282763100130e+000	8,845947e-011
1,124359057000130e+000	8,845988e-011
1,124435350900130e+000	8,846011e-011
1,124511644800130e+000	8,846025e-011
1,124587938700130e+000	8,846029e-011
1,124664232600130e+000	8,846009e-011
1,124740526500130e+000	8,845977e-011
1,124816820400130e+000	8,845931e-011
1,124893114300130e+000	8,845872e-011
1,124969408200130e+000	8,846018e-011
1,125045702100130e+000	8,845924e-011
1,125121996000130e+000	8,846027e-011
1,125198289900131e+000	8,845905e-011
1,125274583800131e+000	8,845983e-011
1,125350877700131e+000	8,846047e-011
1,125427171600131e+000	8,845883e-011
1,125503465500131e+000	8,845917e-011
1,125579759400131e+000	8,845937e-011
1,125656053300131e+000	8,845938e-011
1,125732347200131e+000	8,845925e-011
1,125808641100131e+000	8,845893e-011
1,125884935000131e+000	8,846066e-011
1,125961228900131e+000	8,846007e-011
1,126037522800131e+000	8,845937e-011
1,126113816700131e+000	8,846070e-011
1,126190110600132e+000	8,845970e-011
1,126266404500132e+000	8,846075e-011
1,126342698400132e+000	8,845948e-011
1,126418992300132e+000	8,846019e-011
1,126495286200132e+000	8,846078e-011
1,126571580100132e+000	8,845905e-011
1,126647874000132e+000	8,845941e-011
1,126724167900132e+000	8,845966e-011
1,126800461800132e+000	8,845979e-011
1,126876755700132e+000	8,845977e-011
1,126953049600132e+000	8,845961e-011
1,127029343500132e+000	8,845927e-011
1,127105637400133e+000	8,845878e-011
1,127181931300133e+000	8,846029e-011
1,127258225200133e+000	8,845948e-011
1,127334519100133e+000	8,846068e-011
1,127410813000133e+000	8,845957e-011
1,127487106900133e+000	8,846050e-011
1,127563400800133e+000	8,845913e-011
1,127639694700133e+000	8,845972e-011
1,127715988600133e+000	8,846010e-011
1,127792282500133e+000	8,846031e-011
1,127868576400133e+000	8,846034e-011
1,127944870300133e+000	8,846023e-011
1,128021164200133e+000	8,845996e-011
1,128097458100134e+000	8,845959e-011
1,128173752000134e+000	8,845902e-011
1,128250045900134e+000	8,846044e-011
1,128326339800134e+000	8,845956e-011
1,128402633700134e+000	8,846063e-011
1,128478927600134e+000	8,845934e-011
1,128555221500134e+000	8,846008e-011
1,128631515400134e+000	8,846059e-011
1,128707809300134e+000	8,845875e-011
1,128784103200134e+000	8,845896e-011
1,128860397100134e+000	8,845898e-011
1,128936691000134e+000	8,845889e-011
1,129012984900135e+000	8,845867e-011
1,129089278800135e+000	8,846045e-011
1,129165572700135e+000	8,845998e-011
1,129241866600135e+000	8,845940e-011
1,129318160500135e+000	8,845871e-011
1,129394454400135e+000	8,846005e-011
1,129470748300135e+000	8,845911e-011
1,129547042200135e+000	8,846020e-011
1,129623336100135e+000	8,845900e-011
1,129699630000135e+000	8,845975e-011
1,129775923900135e+000	8,846029e-011
1,129852217800135e+000	8,846072e-011
1,129928511700135e+000	8,845891e-011
1,130004805600136e+000	8,845909e-011
1,130081099500136e+000	8,845914e-011
1,130157393400136e+000	8,845898e-011
1,130233687300136e+000	8,845866e-011
1,130309981200136e+000	8,846030e-011
1,130386275100136e+000	8,845961e-011
1,130462569000136e+000	8,845871e-011
1,130538862900136e+000	8,845984e-011
1,130615156800136e+000	8,845863e-011
1,130691450700136e+000	8,845950e-011
1,130767744600136e+000	8,846027e-011
1,130844038500136e+000	8,845873e-011
1,130920332400137e+000	8,845923e-011
1,130996626300137e+000	8,845960e-011
1,131072920200137e+000	8,845983e-011
1,131149214100137e+000	8,845993e-011
1,131225508000137e+000	8,845989e-011
1,131301801900137e+000	8,845972e-011
1,131378095800137e+000	8,845934e-011
1,131454389700137e+000	8,845875e-011
1,131530683600137e+000	8,846017e-011
1,131606977500137e+000	8,845927e-011
1,131683271400137e+000	8,846032e-011
1,131759565300137e+000	8,845902e-011
1,131835859200137e+000	8,845974e-011
1,131912153100138e+000	8,846025e-011
1,131988447000138e+000	8,846059e-011
1,132064740900138e+000	8,846078e-011
1,132141034800138e+000	8,845860e-011
1,132217328700138e+000	8,846060e-011
1,132293622600138e+000	8,846031e-011
1,132369916500138e+000	8,845983e-011
1,132446210400138e+000	8,845921e-011
1,132522504300138e+000	8,846057e-011
1,132598798200138e+000	8,845960e-011
1,132675092100138e+000	8,846061e-011
1,132751386000138e+000	8,845929e-011
1,132827679900138e+000	8,845993e-011
1,132903973800139e+000	8,846044e-011
1,132980267700139e+000	8,845859e-011
1,133056561600139e+000	8,845879e-011
1,133132855500139e+000	8,845886e-011
1,133209149400139e+000	8,845878e-011
1,133285443300139e+000	8,846072e-011
1,133361737200139e+000	8,846031e-011
1,133438031100139e+000	8,845982e-011
1,133514325000139e+000	8,845924e-011
1,133590618900139e+000	8,846063e-011
1,133666912800139e+000	8,845964e-011
1,133743206700139e+000	8,846071e-011
1,133819500600140e+000	8,845950e-011
1,133895794500140e+000	8,846023e-011
1,133972088400140e+000	8,845867e-011
1,134048382300140e+000	8,845918e-011
1,134124676200140e+000	8,845950e-011
1,134200970100140e+000	8,845965e-011
1,134277264000140e+000	8,845966e-011
1,134353557900140e+000	8,845946e-011
1,134429851800140e+000	8,845908e-011
1,134506145700140e+000	8,846072e-011
1,134582439600140e+000	8,845999e-011
1,134658733500140e+000	8,845909e-011
1,134735027400140e+000	8,846023e-011
1,134811321300141e+000	8,845902e-011
1,134887615200141e+000	8,845987e-011
1,134963909100141e+000	8,846054e-011
1,135040203000141e+000	8,845892e-011
1,135116496900141e+000	8,845932e-011
1,135192790800141e+000	8,845964e-011
1,135269084700141e+000	8,845984e-011
1,135345378600141e+000	8,845991e-011
1,135421672500141e+000	8,845980e-011
1,135497966400141e+000	8,845959e-011
1,135574260300141e+000	8,845928e-011
1,135650554200141e+000	8,845887e-011
1,135726848100142e+000	8,846039e-011
1,135803142000142e+000	8,845961e-011
1,135879435900142e+000	8,845873e-011
1,135955729800142e+000	8,845979e-011
1,136032023700142e+000	8,846063e-011
1,136108317600142e+000	8,845922e-011
1,136184611500142e+000	8,845980e-011
1,136260905400142e+000	8,846020e-011
1,136337199300142e+000	8,846044e-011
1,136413493200142e+000	8,846054e-011
1,136489787100142e+000	8,846051e-011
1,136566081000142e+000	8,846035e-011
1,136642374900142e+000	8,846006e-011
1,136718668800143e+000	8,845956e-011
1,136794962700143e+000	8,845886e-011
1,136871256600143e+000	8,846016e-011
1,136947550500143e+000	8,845914e-011
1,137023844400143e+000	8,846008e-011
1,137100138300143e+000	8,845866e-011
1,137176432200143e+000	8,845929e-011
1,137252726100143e+000	8,845973e-011
1,137329020000143e+000	8,846004e-011
1,137405313900143e+000	8,846016e-011
1,137481607800143e+000	8,846014e-011
1,137557901700143e+000	8,845993e-011
1,137634195600143e+000	8,845960e-011
1,137710489500144e+000	8,845910e-011
1,137786783400144e+000	8,846066e-011
1,137863077300144e+000	8,845990e-011
1,137939371200144e+000	8,845907e-011
1,138015665100144e+000	8,846029e-011
1,138091959000144e+000	8,845921e-011
1,138168252900144e+000	8,846014e-011
1,138244546800144e+000	8,845882e-011
1,138320840700144e+000	8,845948e-011
1,138397134600144e+000	8,845993e-011
1,138473428500144e+000	8,846028e-011
1,138549722400144e+000	8,846051e-011
1,138626016300145e+000	8,846059e-011
1,138702310200145e+000	8,846052e-011
1,138778604100145e+000	8,846028e-011
1,138854898000145e+000	8,845995e-011
1,138931191900145e+000	8,845951e-011
1,139007485800145e+000	8,845886e-011
1,139083779700145e+000	8,846027e-011
1,139160073600145e+000	8,845940e-011
1,139236367500145e+000	8,846048e-011
1,139312661400145e+000	8,845930e-011
1,139388955300145e+000	8,846018e-011
1,139465249200145e+000	8,845871e-011
1,139541543100145e+000	8,845923e-011
1,139617837000146e+000	8,845962e-011
1,139694130900146e+000	8,845980e-011
1,139770424800146e+000	8,845979e-011
1,139846718700146e+000	8,845964e-011
1,139923012600146e+000	8,845928e-011
1,139999306500146e+000	8,845877e-011
1,140075600400146e+000	8,846022e-011
1,140151894300146e+000	8,845935e-011
1,140228188200146e+000	8,846045e-011
1,140304482100146e+000	8,845925e-011
1,140380776000146e+000	8,846005e-011
1,140457069900146e+000	8,846074e-011
1,140533363800147e+000	8,845911e-011
1,140609657700147e+000	8,845957e-011
1,140685951600147e+000	8,845991e-011
1,140762245500147e+000	8,846012e-011
1,140838539400147e+000	8,846016e-011
1,140914833300147e+000	8,846011e-011
1,140991127200147e+000	8,845993e-011
1,141067421100147e+000	8,845960e-011
1,141143715000147e+000	8,845912e-011
1,141220008900147e+000	8,846061e-011
1,141296302800147e+000	8,845984e-011
1,141372596700147e+000	8,845898e-011
1,141448890600147e+000	8,846006e-011
1,141525184500148e+000	8,845887e-011
1,141601478400148e+000	8,845974e-011
1,141677772300148e+000	8,846041e-011
1,141754066200148e+000	8,845871e-011
1,141830360100148e+000	8,845901e-011
1,141906654000148e+000	8,845918e-011
1,141982947900148e+000	8,845913e-011
1,142059241800148e+000	8,845892e-011
1,142135535700148e+000	8,846066e-011
1,142211829600148e+000	8,846005e-011
1,142288123500148e+000	8,845931e-011
1,142364417400148e+000	8,846054e-011
1,142440711300149e+000	8,845948e-011
1,142517005200149e+000	8,846038e-011
1,142593299100149e+000	8,845900e-011
1,142669593000149e+000	8,845960e-011
1,142745886900149e+000	8,846010e-011
1,142822180800149e+000	8,846045e-011
1,142898474700149e+000	8,846070e-011
1,142974768600149e+000	8,845865e-011
1,143051062500149e+000	8,845862e-011
1,143127356400149e+000	8,846057e-011
1,143203650300149e+000	8,846026e-011
1,143279944200149e+000	8,845981e-011
1,143356238100149e+000	8,845922e-011
1,143432532000150e+000	8,846062e-011
1,143508825900150e+000	8,845977e-011
1,143585119800150e+000	8,845884e-011
1,143661413700150e+000	8,845986e-011
1,143737707600150e+000	8,846067e-011
1,143814001500150e+000	8,845920e-011
1,143890295400150e+000	8,845979e-011
1,143966589300150e+000	8,846015e-011
1,144042883200150e+000	8,846040e-011
1,144119177100150e+000	8,846053e-011
1,144195471000150e+000	8,846054e-011
1,144271764900150e+000	8,846041e-011
1,144348058800150e+000	8,846013e-011
1,144424352700151e+000	8,845970e-011
1,144500646600151e+000	8,845913e-011
1,144576940500151e+000	8,846058e-011
1,144653234400151e+000	8,845972e-011
1,144729528300151e+000	8,845873e-011
1,144805822200151e+000	8,845968e-011
1,144882116100151e+000	8,846043e-011
1,144958410000151e+000	8,845895e-011
1,145034703900151e+000	8,845948e-011
1,145110997800151e+000	8,845989e-011
1,145187291700151e+000	8,846011e-011
1,145263585600151e+000	8,846016e-011
1,145339879500152e+000	8,846009e-011
1,145416173400152e+000	8,845983e-011
1,145492467300152e+000	8,845940e-011
1,145568761200152e+000	8,845876e-011
1,145645055100152e+000	8,846013e-011
1,145721349000152e+000	8,845912e-011
1,145797642900152e+000	8,846013e-011
1,145873936800152e+000	8,845879e-011
1,145950230700152e+000	8,845950e-011
1,146026524600152e+000	8,846007e-011
1,146102818500152e+000	8,846048e-011
1,146179112400152e+000	8,846077e-011
1,146255406300152e+000	8,845875e-011
1,146331700200153e+000	8,845876e-011
1,146407994100153e+000	8,845862e-011
1,146484288000153e+000	8,846048e-011
1,146560581900153e+000	8,846000e-011
1,146636875800153e+000	8,845936e-011
1,146713169700153e+000	8,846071e-011
1,146789463600153e+000	8,845973e-011
1,146865757500153e+000	8,845857e-011
1,146942051400153e+000	8,845944e-011
1,147018345300153e+000	8,846018e-011
1,147094639200153e+000	8,846069e-011
1,147170933100153e+000	8,845884e-011
1,147247227000154e+000	8,845898e-011
1,147323520900154e+000	8,845898e-011
1,147399814800154e+000	8,845881e-011
1,147476108700154e+000	8,846066e-011
1,147552402600154e+000	8,846014e-011
1,147628696500154e+000	8,845947e-011
1,147704990400154e+000	8,845861e-011
1,147781284300154e+000	8,845979e-011
1,147857578200154e+000	8,845864e-011
1,147933872100154e+000	8,845949e-011
1,148010166000154e+000	8,846023e-011
1,148086459900154e+000	8,845870e-011
1,148162753800154e+000	8,845921e-011
1,148239047700155e+000	8,845961e-011
1,148315341600155e+000	8,845988e-011
1,148391635500155e+000	6,833867e-008
1,148467929400155e+000	2,997908e-007
1,148544223300155e+000	6,949486e-007
1,148620517200155e+000	1,253690e-006
1,148696811100155e+000	1,975892e-006
1,148773105000155e+000	2,861433e-006
1,148849398900155e+000	3,910191e-006
1,148925692800155e+000	5,122043e-006
1,149001986700155e+000	6,496869e-006
1,149078280600155e+000	8,034547e-006
1,149154574500156e+000	9,734956e-006
1,149230868400156e+000	1,159736e-005
1,149307162300156e+000	1,362004e-005
1,149383456200156e+000	1,580282e-005
1,149459750100156e+000	1,814557e-005
1,149536044000156e+000	2,064819e-005
1,149612337900156e+000	2,350647e-004
1,149688631800156e+000	5,453569e-004
1,149764925700156e+000	8,670439e-004
1,149841219600156e+000	1,199906e-003
1,149917513500156e+000	1,543583e-003
1,149993807400156e+000	1,897801e-003
1,150070101300156e+000	2,262284e-003
1,150146395200157e+000	2,636770e-003
1,150222689100157e+000	3,021009e-003
1,150298983000157e+000	3,414761e-003
1,150375276900157e+000	3,817797e-003
1,150451570800157e+000	4,229895e-003
1,150527864700157e+000	4,650845e-003
1,150604158600157e+000	5,080441e-003
1,150680452500157e+000	5,518487e-003
1,150756746400157e+000	5,964795e-003
1,150833040300157e+000	6,419184e-003
1,150909334200157e+000	6,881477e-003
1,150985628100157e+000	7,351506e-003
1,151061922000157e+000	7,829107e-003
1,151138215900158e+000	8,314125e-003
1,151214509800158e+000	8,806406e-003
1,151290803700158e+000	9,305802e-003
1,151367097600158e+000	9,812174e-003
1,151443391500158e+000	1,032538e-002
1,151519685400158e+000	1,084530e-002
1,151595979300158e+000	1,137178e-002
1,151672273200158e+000	1,190472e-002
1,151748567100158e+000	1,244399e-002
1,151824861000158e+000	1,298948e-002
1,151901154900158e+000	1,354106e-002
1,151977448800158e+000	1,409863e-002
1,152053742700159e+000	1,466209e-002
1,152130036600159e+000	1,523133e-002
1,152206330500159e+000	1,580624e-002
1,152282624400159e+000	1,638674e-002
1,152358918300159e+000	1,697272e-002
1,152435212200159e+000	1,756410e-002
1,152511506100159e+000	1,816078e-002
1,152587800000159e+000	1,876268e-002
1,152664093900159e+000	1,936971e-002
1,152740387800159e+000	1,998179e-002
1,152816681700159e+000	2,059884e-002
1,152892975600159e+000	2,122078e-002
1,152969269500159e+000	2,184754e-002
1,153045563400160e+000	2,247903e-002
1,153121857300160e+000	2,311520e-002
1,153198151200160e+000	2,375596e-002
1,153274445100160e+000	2,440125e-002
1,153350739000160e+000	2,505100e-002
1,153427032900160e+000	2,570515e-002
1,153503326800160e+000	2,636363e-002
1,153579620700160e+000	2,702638e-002
1,153655914600160e+000	2,769333e-002
1,153732208500160e+000	2,836444e-002
1,153808502400160e+000	2,903964e-002
1,153884796300160e+000	2,971887e-002
1,153961090200161e+000	3,040208e-002
1,154037384100161e+000	3,108922e-002
1,154113678000161e+000	3,178022e-002
1,154189971900161e+000	3,247505e-002
1,154266265800161e+000	3,317365e-002
1,154342559700161e+000	3,387597e-002
1,154418853600161e+000	3,458196e-002
1,154495147500161e+000	3,529157e-002
1,154571441400161e+000	3,600476e-002
1,154647735300161e+000	3,672149e-002
1,154724029200161e+000	3,744170e-002
1,154800323100161e+000	3,816535e-002
1,154876617000161e+000	3,889241e-002
1,154952910900162e+000	3,962283e-002
1,155029204800162e+000	4,035657e-002
1,155105498700162e+000	4,109358e-002
1,155181792600162e+000	4,183383e-002
1,155258086500162e+000	4,257729e-002
1,155334380400162e+000	4,332391e-002
1,155410674300162e+000	4,407366e-002
1,155486968200162e+000	4,482649e-002
1,155563262100162e+000	4,558238e-002
1,155639556000162e+000	4,634129e-002
1,155715849900162e+000	4,710319e-002
1,155792143800162e+000	4,786803e-002
1,155868437700163e+000	4,863580e-002
1,155944731600163e+000	4,940645e-002
1,156021025500163e+000	5,017995e-002
1,156097319400163e+000	5,095628e-002
1,156173613300163e+000	5,173540e-002
1,156249907200163e+000	5,251729e-002
1,156326201100163e+000	5,330190e-002
1,156402495000163e+000	5,408923e-002
1,156478788900163e+000	5,487922e-002
1,156555082800163e+000	5,567186e-002
1,156631376700163e+000	5,646713e-002
1,156707670600163e+000	5,726498e-002
1,156783964500163e+000	5,806541e-002
1,156860258400164e+000	5,886837e-002
1,156936552300164e+000	5,967384e-002
1,157012846200164e+000	6,048181e-002
1,157089140100164e+000	6,129224e-002
1,157165434000164e+000	6,210510e-002
1,157241727900164e+000	6,292039e-002
1,157318021800164e+000	6,373806e-002
1,157394315700164e+000	6,455811e-002
1,157470609600164e+000	6,538050e-002
1,157546903500164e+000	6,620521e-002
1,157623197400164e+000	6,703223e-002
1,157699491300164e+000	6,786152e-002
1,157775785200164e+000	6,869307e-002
1,157852079100165e+000	6,952686e-002
1,157928373000165e+000	7,036287e-002
1,158004666900165e+000	7,120106e-002
1,158080960800165e+000	7,204144e-002
1,158157254700165e+000	7,288396e-002
1,158233548600165e+000	7,372863e-002
1,158309842500165e+000	7,457542e-002
