v4	I(R2)
1,032348613600034e+000	8,845937e-011
1,032424907500034e+000	8,845939e-011
1,032501201400034e+000	8,845918e-011
1,032577495300034e+000	8,845881e-011
1,032653789200034e+000	8,846048e-011
1,032730083100034e+000	8,845978e-011
1,032806377000034e+000	8,845896e-011
1,032882670900034e+000	8,846013e-011
1,032958964800034e+000	8,845900e-011
1,033035258700034e+000	8,845989e-011
1,033111552600035e+000	8,846069e-011
1,033187846500035e+000	8,845919e-011
1,033264140400035e+000	8,845970e-011
1,033340434300035e+000	8,846011e-011
1,033416728200035e+000	8,846041e-011
1,033493022100035e+000	8,846055e-011
1,033569316000035e+000	8,846060e-011
1,033645609900035e+000	8,846052e-011
1,033721903800035e+000	8,846025e-011
1,033798197700035e+000	8,845989e-011
1,033874491600035e+000	8,845937e-011
1,033950785500035e+000	8,845868e-011
1,034027079400036e+000	8,846008e-011
1,034103373300036e+000	8,845921e-011
1,034179667200036e+000	8,846028e-011
1,034255961100036e+000	8,845906e-011
1,034332255000036e+000	8,845986e-011
1,034408548900036e+000	8,846053e-011
1,034484842800036e+000	8,845889e-011
1,034561136700036e+000	8,845928e-011
1,034637430600036e+000	8,845955e-011
1,034713724500036e+000	8,845960e-011
1,034790018400036e+000	8,845946e-011
1,034866312300036e+000	8,845915e-011
1,034942606200036e+000	8,845872e-011
1,035018900100037e+000	8,846026e-011
1,035095194000037e+000	8,845949e-011
1,035171487900037e+000	8,846067e-011
1,035247781800037e+000	8,845950e-011
1,035324075700037e+000	8,846038e-011
1,035400369600037e+000	8,845891e-011
1,035476663500037e+000	8,845949e-011
1,035552957400037e+000	8,845989e-011
1,035629251300037e+000	8,846019e-011
1,035705545200037e+000	8,846032e-011
1,035781839100037e+000	8,846036e-011
1,035858133000037e+000	8,846024e-011
1,035934426900038e+000	8,846002e-011
1,036010720800038e+000	8,845967e-011
1,036087014700038e+000	8,845915e-011
1,036163308600038e+000	8,846068e-011
1,036239602500038e+000	8,845989e-011
1,036315896400038e+000	8,845903e-011
1,036392190300038e+000	8,846024e-011
1,036468484200038e+000	8,845914e-011
1,036544778100038e+000	8,846007e-011
1,036621072000038e+000	8,845866e-011
1,036697365900038e+000	8,845926e-011
1,036773659800038e+000	8,845969e-011
1,036849953700038e+000	8,845995e-011
1,036926247600039e+000	8,846004e-011
1,037002541500039e+000	8,845997e-011
1,037078835400039e+000	8,845974e-011
1,037155129300039e+000	8,845936e-011
1,037231423200039e+000	8,845886e-011
1,037307717100039e+000	8,846032e-011
1,037384011000039e+000	8,845942e-011
1,037460304900039e+000	8,846053e-011
1,037536598800039e+000	8,845934e-011
1,037612892700039e+000	8,846011e-011
1,037689186600039e+000	8,846070e-011
1,037765480500039e+000	8,845898e-011
1,037841774400039e+000	8,845921e-011
1,037918068300040e+000	8,845928e-011
1,037994362200040e+000	8,845914e-011
1,038070656100040e+000	8,845884e-011
1,038146950000040e+000	8,846053e-011
1,038223243900040e+000	8,845992e-011
1,038299537800040e+000	8,845916e-011
1,038375831700040e+000	8,846047e-011
1,038452125600040e+000	8,845950e-011
1,038528419500040e+000	8,846054e-011
1,038604713400040e+000	8,845923e-011
1,038681007300040e+000	8,845999e-011
1,038757301200040e+000	8,846063e-011
1,038833595100041e+000	8,845895e-011
1,038909889000041e+000	8,845927e-011
1,038986182900041e+000	8,845943e-011
1,039062476800041e+000	8,845943e-011
1,039138770700041e+000	8,845925e-011
1,039215064600041e+000	8,845892e-011
1,039291358500041e+000	8,846063e-011
1,039367652400041e+000	8,846003e-011
1,039443946300041e+000	8,845922e-011
1,039520240200041e+000	8,846037e-011
1,039596534100041e+000	8,845918e-011
1,039672828000041e+000	8,846002e-011
1,039749121900041e+000	8,846072e-011
1,039825415800042e+000	8,845905e-011
1,039901709700042e+000	8,845938e-011
1,039978003600042e+000	8,845958e-011
1,040054297500042e+000	8,845959e-011
1,040130591400042e+000	8,845946e-011
1,040206885300042e+000	8,845914e-011
1,040283179200042e+000	8,845869e-011
1,040359473100042e+000	8,846026e-011
1,040435767000042e+000	8,845957e-011
1,040512060900042e+000	8,845876e-011
1,040588354800042e+000	8,846000e-011
1,040664648700042e+000	8,845891e-011
1,040740942600043e+000	8,845982e-011
1,040817236500043e+000	8,846057e-011
1,040893530400043e+000	8,845898e-011
1,040969824300043e+000	8,845936e-011
1,041046118200043e+000	8,845959e-011
1,041122412100043e+000	8,845964e-011
1,041198706000043e+000	8,845955e-011
1,041274999900043e+000	8,845933e-011
1,041351293800043e+000	8,845891e-011
1,041427587700043e+000	8,846047e-011
1,041503881600043e+000	8,845971e-011
1,041580175500043e+000	8,845875e-011
1,041656469400043e+000	8,845977e-011
1,041732763300044e+000	8,846068e-011
1,041809057200044e+000	8,845921e-011
1,041885351100044e+000	8,845979e-011
1,041961645000044e+000	8,846016e-011
1,042037938900044e+000	8,846038e-011
1,042114232800044e+000	8,846041e-011
1,042190526700044e+000	8,846027e-011
1,042266820600044e+000	8,845991e-011
1,042343114500044e+000	8,845939e-011
1,042419408400044e+000	8,845866e-011
1,042495702300044e+000	8,845996e-011
1,042571996200044e+000	8,845893e-011
1,042648290100045e+000	8,845996e-011
1,042724584000045e+000	8,845873e-011
1,042800877900045e+000	8,845952e-011
1,042877171800045e+000	8,846019e-011
1,042953465700045e+000	8,846070e-011
1,043029759600045e+000	8,845888e-011
1,043106053500045e+000	8,845905e-011
1,043182347400045e+000	8,845908e-011
1,043258641300045e+000	8,845896e-011
1,043334935200045e+000	8,845874e-011
1,043411229100045e+000	8,846048e-011
1,043487523000045e+000	8,845990e-011
1,043563816900045e+000	8,845918e-011
1,043640110800046e+000	8,846043e-011
1,043716404700046e+000	8,845934e-011
1,043792698600046e+000	8,846029e-011
1,043868992500046e+000	8,845889e-011
1,043945286400046e+000	8,845952e-011
1,044021580300046e+000	8,845996e-011
1,044097874200046e+000	8,846027e-011
1,044174168100046e+000	8,846038e-011
1,044250462000046e+000	8,846036e-011
1,044326755900046e+000	8,846014e-011
1,044403049800046e+000	8,845978e-011
1,044479343700046e+000	8,845923e-011
1,044555637600046e+000	8,846071e-011
1,044631931500047e+000	8,845984e-011
1,044708225400047e+000	8,845887e-011
1,044784519300047e+000	8,845991e-011
1,044860813200047e+000	8,845860e-011
1,044937107100047e+000	8,845939e-011
1,045013401000047e+000	8,846006e-011
1,045089694900047e+000	8,846061e-011
1,045165988800047e+000	8,845885e-011
1,045242282700047e+000	8,845912e-011
1,045318576600047e+000	8,845925e-011
1,045394870500047e+000	8,845925e-011
1,045471164400047e+000	8,845904e-011
1,045547458300048e+000	8,845864e-011
1,045623752200048e+000	8,846025e-011
1,045700046100048e+000	8,845957e-011
1,045776340000048e+000	8,845870e-011
1,045852633900048e+000	8,845985e-011
1,045928927800048e+000	8,845865e-011
1,046005221700048e+000	8,845949e-011
1,046081515600048e+000	8,846016e-011
1,046157809500048e+000	8,846071e-011
1,046234103400048e+000	8,845895e-011
1,046310397300048e+000	8,845928e-011
1,046386691200048e+000	8,845950e-011
1,046462985100048e+000	8,845960e-011
1,046539279000049e+000	8,845956e-011
1,046615572900049e+000	8,845935e-011
1,046691866800049e+000	8,845899e-011
1,046768160700049e+000	8,846063e-011
1,046844454600049e+000	8,845992e-011
1,046920748500049e+000	8,845905e-011
1,046997042400049e+000	8,846017e-011
1,047073336300049e+000	8,845898e-011
1,047149630200049e+000	8,845981e-011
1,047225924100049e+000	8,846052e-011
1,047302218000049e+000	8,845884e-011
1,047378511900049e+000	8,845915e-011
1,047454805800050e+000	8,845932e-011
1,047531099700050e+000	8,845927e-011
1,047607393600050e+000	8,845906e-011
1,047683687500050e+000	8,845864e-011
1,047759981400050e+000	8,846026e-011
1,047836275300050e+000	8,845952e-011
1,047912569200050e+000	8,845867e-011
1,047988863100050e+000	8,845986e-011
1,048065157000050e+000	8,845872e-011
1,048141450900050e+000	8,845959e-011
1,048217744800050e+000	8,846029e-011
1,048294038700050e+000	8,845875e-011
1,048370332600050e+000	8,845920e-011
1,048446626500051e+000	8,845948e-011
1,048522920400051e+000	8,845962e-011
1,048599214300051e+000	8,845963e-011
1,048675508200051e+000	8,845941e-011
1,048751802100051e+000	8,845902e-011
1,048828096000051e+000	8,846063e-011
1,048904389900051e+000	8,845996e-011
1,048980683800051e+000	8,845909e-011
1,049056977700051e+000	8,846023e-011
1,049133271600051e+000	8,845899e-011
1,049209565500051e+000	8,845975e-011
1,049285859400051e+000	8,846028e-011
1,049362153300051e+000	8,846063e-011
1,049438447200052e+000	8,845869e-011
1,049514741100052e+000	8,845876e-011
1,049591035000052e+000	8,845874e-011
1,049667328900052e+000	8,846077e-011
1,049743622800052e+000	8,846047e-011
1,049819916700052e+000	8,846008e-011
1,049896210600052e+000	8,845958e-011
1,049972504500052e+000	8,845894e-011
1,050048798400052e+000	8,846031e-011
1,050125092300052e+000	8,845934e-011
1,050201386200052e+000	8,846043e-011
1,050277680100052e+000	8,845927e-011
1,050353974000053e+000	8,846004e-011
1,050430267900053e+000	8,846070e-011
1,050506561800053e+000	8,845905e-011
1,050582855700053e+000	8,845943e-011
1,050659149600053e+000	8,845968e-011
1,050735443500053e+000	8,845980e-011
1,050811737400053e+000	8,845981e-011
1,050888031300053e+000	8,845959e-011
1,050964325200053e+000	8,845919e-011
1,051040619100053e+000	8,845862e-011
1,051116913000053e+000	8,846009e-011
1,051193206900053e+000	8,845919e-011
1,051269500800053e+000	8,846029e-011
1,051345794700054e+000	8,845912e-011
1,051422088600054e+000	8,845993e-011
1,051498382500054e+000	8,846061e-011
1,051574676400054e+000	8,845894e-011
1,051650970300054e+000	8,845931e-011
1,051727264200054e+000	8,845952e-011
1,051803558100054e+000	8,845962e-011
1,051879852000054e+000	8,845959e-011
1,051956145900054e+000	8,845941e-011
1,052032439800054e+000	8,845914e-011
1,052108733700054e+000	8,845880e-011
1,052185027600054e+000	8,846041e-011
1,052261321500055e+000	8,845975e-011
1,052337615400055e+000	8,845898e-011
1,052413909300055e+000	8,846016e-011
1,052490203200055e+000	8,845898e-011
1,052566497100055e+000	8,845987e-011
1,052642791000055e+000	8,846058e-011
1,052719084900055e+000	8,845895e-011
1,052795378800055e+000	8,845934e-011
1,052871672700055e+000	8,845961e-011
1,052947966600055e+000	8,845969e-011
1,053024260500055e+000	8,845961e-011
1,053100554400055e+000	8,845941e-011
1,053176848300055e+000	8,845902e-011
1,053253142200056e+000	8,846068e-011
1,053329436100056e+000	8,845997e-011
1,053405730000056e+000	8,845912e-011
1,053482023900056e+000	8,846025e-011
1,053558317800056e+000	8,845909e-011
1,053634611700056e+000	8,845992e-011
1,053710905600056e+000	8,846064e-011
1,053787199500056e+000	8,845904e-011
1,053863493400056e+000	8,845943e-011
1,053939787300056e+000	8,845971e-011
1,054016081200056e+000	8,845986e-011
1,054092375100056e+000	8,845986e-011
1,054168669000057e+000	8,845968e-011
1,054244962900057e+000	8,845942e-011
1,054321256800057e+000	8,845907e-011
1,054397550700057e+000	8,846067e-011
1,054473844600057e+000	8,845998e-011
1,054550138500057e+000	8,845919e-011
1,054626432400057e+000	8,846034e-011
1,054702726300057e+000	8,845921e-011
1,054779020200057e+000	8,846012e-011
1,054855314100057e+000	8,845868e-011
1,054931608000057e+000	8,845921e-011
1,055007901900057e+000	8,845960e-011
1,055084195800057e+000	8,845986e-011
1,055160489700058e+000	8,845992e-011
1,055236783600058e+000	8,845981e-011
1,055313077500058e+000	8,845957e-011
1,055389371400058e+000	8,845914e-011
1,055465665300058e+000	8,846072e-011
1,055541959200058e+000	8,845993e-011
1,055618253100058e+000	8,845897e-011
1,055694547000058e+000	8,845997e-011
1,055770840900058e+000	8,845864e-011
1,055847134800058e+000	8,845930e-011
1,055923428700058e+000	8,845984e-011
